order_item_id,order_id,product_id,quantity,price_per_unit
6688,20637,670,9,436.27
6689,6310,693,6,329.98
6690,15505,471,9,109.64
6691,21305,492,3,193.03
6692,13637,585,10,420.27
6693,13383,542,1,39.21
6694,18533,637,7,459.17
6695,19421,219,10,155.75
6696,19028,52,4,471.73
6697,3130,582,8,70.45
6698,10745,105,8,136.59
6699,9599,547,3,39.01
6700,21310,655,1,105.16
6701,15747,634,7,64.57
6702,19836,87,3,385.58
6703,9600,732,1,38.58
6704,94,653,3,241.76
6705,12915,731,6,484.97
6706,6086,487,9,442.29
6707,8908,728,1,261.72
6708,21181,363,2,128.69
6709,13568,710,3,55.04
6710,5787,308,2,201.54
6711,19478,656,8,458.84
6712,2895,405,2,176.03
6713,3154,436,2,86.08
6714,18675,85,10,149.5
6715,18085,157,6,191.75
6716,13893,595,10,292.75
6717,19481,567,10,350.2
6718,10090,107,2,477.46
6719,10301,459,1,13.81
6720,13290,178,2,181.47
6721,15960,225,1,190.92
6722,12735,431,10,453.82
6723,4643,85,4,180.07
6724,5376,50,7,490.31
6725,19900,573,7,181.03
6726,17124,433,10,92.07
6727,21579,3,5,497.29
6728,15041,363,2,47.15
6729,5912,298,4,34.56
6730,15774,622,7,433.42
6731,446,394,10,249.15
6732,7778,283,9,146.53
6733,10611,222,1,313.5
6734,15352,126,1,291.72
6735,10338,198,2,243.88
6736,6737,732,4,72.14
6737,2627,620,9,343.83
6738,11457,374,9,463.85
6739,14152,597,3,310.4
6740,18615,642,8,215.16
6741,12260,304,3,350.35
6742,12635,262,8,201.27
6743,17998,506,3,425.17
6744,11338,632,6,366.07
6745,2665,485,2,73.35
6746,1586,496,6,433.3
6747,4626,544,5,327.47
6748,19973,455,7,473.6
6749,20894,568,4,32.82
6750,14495,599,7,320.56
6751,21215,168,2,277.81
6752,3647,111,3,223.57
6753,12527,598,10,178.89
6754,10967,460,2,227.51
6755,7176,207,10,231.35
6756,14894,588,4,336.76
6757,1779,520,4,381.54
6758,18006,176,8,198.65
6759,2720,617,5,177.48
6760,7530,675,3,83.81
6761,15196,399,4,428.22
6762,4351,337,8,17.88
6763,20976,391,3,44.78
6764,10741,601,8,447.36
6765,3800,631,5,239.17
6766,12936,384,5,328.51
6767,17996,57,7,292.86
6768,18417,635,2,71.71
6769,8863,550,2,213.37
6770,5241,323,2,379.95
6771,15074,104,10,60.41
6772,21573,228,7,377.89
6773,14261,279,7,200.36
6774,5754,387,4,34.97
6775,7132,471,9,208.19
6776,18574,321,5,83.27
6777,7781,463,4,403.35
6778,12590,631,10,231.27
6779,1104,190,5,148.07
6780,6785,143,2,194.09
6781,14941,559,7,220.44
6782,19723,341,6,193.28
6783,19310,325,3,413.71
6784,3157,454,7,194.05
6785,16797,695,2,436.82
6786,13438,568,1,29.72
6787,11568,492,6,13.44
6788,931,469,3,67.65
6789,880,349,10,78.7
6790,13493,280,2,461.41
6791,19179,755,4,51.99
6792,13195,111,6,385.0
6793,12103,311,8,179.79
6794,19645,272,8,101.38
6795,16935,559,8,175.13
6796,7041,261,10,327.26
6797,18664,79,3,174.28
6798,19237,303,4,240.68
6799,14299,76,6,331.77
6800,16798,544,10,487.7
6801,2914,740,2,74.11
6802,12547,422,7,240.3
6803,15801,11,6,423.07
6804,15875,602,9,182.36
6805,18538,113,8,228.23
6806,4402,80,6,306.62
6807,16623,177,9,442.74
6808,16870,599,6,338.35
6809,3798,350,2,95.79
6810,11945,121,10,484.69
6811,6580,313,1,128.47
6812,6871,412,8,79.7
6813,8369,88,8,150.89
6814,16847,605,5,91.53
6815,4108,414,7,447.04
6816,1530,585,2,394.53
6817,19375,367,3,94.02
6818,4210,296,10,170.53
6819,12549,44,4,303.3
6820,10267,617,7,179.02
6821,6682,73,4,380.11
6822,10865,725,4,215.98
6823,4332,98,1,270.74
6824,9846,195,7,491.95
6825,14188,513,3,201.34
6826,9915,159,5,340.53
6827,20539,415,9,430.06
6828,9134,368,7,166.71
6829,20352,158,2,203.39
6830,10910,20,9,275.91
6831,6104,205,6,136.27
6832,13327,573,2,31.15
6833,19643,261,3,365.16
6834,1257,94,5,168.52
6835,3794,630,3,223.47
6836,20079,595,5,180.8
6837,18097,112,9,469.44
6838,7540,499,5,208.5
6839,3477,299,3,247.03
6840,10276,495,2,442.55
6841,13424,450,5,133.1
6842,18596,366,3,307.43
6843,8036,594,9,155.22
6844,6402,184,8,114.66
6845,11442,384,7,374.59
6846,14333,157,4,198.13
6847,21428,764,8,260.65
6848,2375,746,2,123.38
6849,7827,120,4,187.59
6850,19795,199,7,79.45
6851,15663,302,8,118.84
6852,15911,397,4,233.78
6853,11685,9,3,57.73
6854,11066,597,4,191.51
6855,13756,573,9,497.82
6856,7285,500,5,265.75
6857,6739,287,6,229.45
6858,20372,281,9,377.45
6859,7582,550,7,143.42
6860,10262,429,9,23.37
6861,14968,71,10,111.43
6862,16887,701,10,147.97
6863,8615,708,1,171.89
6864,10983,661,8,120.6
6865,7738,572,1,468.64
6866,1708,136,10,95.45
6867,4633,65,2,333.97
6868,12305,385,8,80.42
6869,3762,472,4,387.53
6870,1734,639,7,11.58
6871,16185,600,5,96.0
6872,2894,661,6,336.56
6873,19053,102,10,82.82
6874,21579,692,6,435.3
6875,2986,755,1,289.71
6876,15546,322,2,171.52
6877,8104,144,10,67.33
6878,17585,631,4,340.06
6879,12898,285,4,302.73
6880,11398,635,1,135.01
6881,8907,319,3,142.47
6882,10886,652,2,356.88
6883,1811,18,9,447.74
6884,17413,466,2,207.81
6885,2456,214,10,85.72
6886,9192,48,4,196.85
6887,20042,714,6,493.02
6888,17806,746,1,252.97
6889,1845,657,1,240.48
6890,19437,450,2,63.97
6891,19510,380,7,388.44
6892,13526,414,9,487.94
6893,12834,550,4,113.23
6894,9705,5,6,241.58
6895,16298,478,8,105.42
6896,13893,478,2,222.81
6897,1452,601,6,379.12
6898,20698,131,2,52.33
6899,15890,106,6,179.48
6900,904,13,1,98.96
6901,9753,501,7,259.78
6902,19211,718,7,278.71
6903,15500,747,10,188.05
6904,6254,380,1,104.09
6905,10298,211,9,141.64
6906,18164,419,3,368.19
6907,3030,457,1,407.04
6908,20644,686,5,202.85
6909,200,698,2,176.12
6910,11005,530,3,305.35
6911,15218,175,10,140.36
6912,14646,143,6,256.22
6913,10496,294,4,430.95
6914,6583,525,2,33.27
6915,8890,556,7,283.71
6916,3051,729,1,208.66
6917,6334,352,3,331.71
6918,7500,419,6,239.96
6919,15155,758,10,325.81
6920,15293,532,4,157.64
6921,9249,439,7,313.86
6922,3176,458,5,442.23
6923,3300,12,10,126.03
6924,16077,634,1,163.11
6925,18322,210,10,210.98
6926,9598,490,8,497.55
6927,374,404,1,95.0
6928,7261,358,5,166.11
6929,8149,384,5,287.5
6930,10320,182,2,169.27
6931,19616,37,2,47.18
6932,14691,267,6,321.56
6933,3362,659,3,190.26
6934,2713,420,3,55.42
6935,8955,303,3,135.36
6936,12458,130,3,352.2
6937,8121,322,3,295.09
6938,13029,201,4,164.44
6939,13918,338,6,222.7
6940,3112,127,6,80.12
6941,10525,281,6,318.19
6942,12275,558,6,107.78
6943,2686,411,6,453.03
6944,11653,377,8,450.51
6945,12369,719,2,177.17
6946,21370,412,5,479.37
6947,21523,271,4,120.66
6948,1794,207,5,426.08
6949,14425,363,6,201.69
6950,18732,65,7,58.33
6951,17219,510,2,457.76
6952,16523,670,9,387.95
6953,21277,754,8,214.91
6954,3596,444,8,463.98
6955,11023,619,2,419.92
6956,18308,355,3,239.87
6957,21074,431,10,308.64
6958,13031,54,3,76.58
6959,21362,199,3,369.08
6960,6354,612,10,469.5
6961,7933,50,6,16.67
6962,4123,352,5,401.5
6963,10215,613,1,327.19
6964,3038,248,7,474.27
6965,13910,101,10,275.04
6966,16506,703,7,207.44
6967,6467,22,2,116.49
6968,14814,704,10,366.43
6969,15591,273,7,82.54
6970,2268,59,4,395.19
6971,20736,663,8,153.12
6972,13232,272,4,200.76
6973,4070,424,5,142.31
6974,9255,123,4,16.82
6975,7037,379,10,184.96
6976,7295,394,3,129.56
6977,13395,672,3,352.28
6978,6599,169,3,198.42
6979,2701,705,2,453.5
6980,10742,644,1,462.41
6981,391,680,1,424.17
6982,11987,362,10,276.74
6983,2,570,5,192.51
6984,18164,489,5,47.07
6985,610,33,2,93.72
6986,5169,368,10,44.59
6987,2083,731,6,366.31
6988,18998,134,1,86.51
6989,18139,193,7,189.11
6990,2700,336,1,438.24
6991,2443,227,2,473.97
6992,13503,307,6,123.7
6993,13268,39,7,288.73
6994,12390,365,5,372.48
6995,8895,44,9,119.92
6996,6338,512,3,148.13
6997,16884,462,9,128.2
6998,12616,128,7,81.79
6999,802,129,9,480.16
7000,12205,11,5,216.61
7001,13265,184,6,457.23
7002,20615,214,8,236.17
7003,12701,4,5,165.87
7004,12419,96,2,75.59
7005,6091,2,2,45.95
7006,15138,203,7,439.35
7007,1812,294,8,165.77
7008,1480,731,2,93.69
7009,9553,136,6,342.71
7010,4463,217,9,364.06
7011,8245,694,9,379.67
7012,7797,584,8,397.16
7013,9535,480,4,228.43
7014,18639,442,8,473.89
7015,11728,265,6,15.26
7016,21156,563,7,298.28
7017,16744,318,2,253.68
7018,1955,754,4,167.92
7019,18963,665,8,24.18
7020,757,503,5,32.35
7021,944,487,1,43.2
7022,5969,728,1,478.87
7023,5948,76,2,107.37
7024,14755,406,3,89.39
7025,12154,357,8,409.48
7026,3165,39,1,468.54
7027,4975,737,8,349.55
7028,9514,447,2,157.18
7029,3592,588,8,54.17
7030,20512,358,3,269.45
7031,16058,703,1,182.81
7032,7218,42,1,12.4
7033,5398,427,9,230.12
7034,17718,490,6,475.65
7035,10817,138,3,144.12
7036,15832,549,4,343.84
7037,1400,48,4,480.72
7038,18746,547,3,91.98
7039,5016,9,2,279.93
7040,4355,123,7,42.04
7041,4000,508,1,362.66
7042,20068,33,7,345.4
7043,1706,234,9,110.21
7044,7354,390,8,350.9
7045,15983,643,7,403.66
7046,9302,584,2,265.88
7047,12404,397,6,91.8
7048,13901,606,10,357.39
7049,19754,278,2,295.2
7050,18930,570,8,367.11
7051,15035,406,8,397.64
7052,18064,540,5,417.23
7053,8886,68,10,232.18
7054,19300,721,8,293.5
7055,12558,64,4,217.68
7056,16344,325,7,112.32
7057,17499,495,6,492.46
7058,9627,581,3,46.76
7059,12607,261,5,148.97
7060,3161,401,9,266.94
7061,4138,382,8,341.57
7062,20253,179,1,461.12
7063,14618,229,8,173.28
7064,17183,578,7,475.22
7065,7891,514,3,228.4
7066,21626,370,2,239.24
7067,3475,717,9,414.97
7068,13487,22,9,336.09
7069,8747,261,9,283.24
7070,16304,395,6,325.86
7071,19596,327,1,185.18
7072,9211,183,9,203.53
7073,3077,22,1,352.46
7074,11117,747,5,444.63
7075,1084,332,1,87.83
7076,20956,185,1,377.59
7077,17442,533,8,344.16
7078,15388,556,2,470.91
7079,12825,367,7,163.23
7080,11088,563,4,419.05
7081,19318,102,8,320.25
7082,9461,179,10,365.29
7083,18075,407,6,341.01
7084,19748,38,7,249.32
7085,19855,86,3,44.32
7086,7647,722,10,348.26
7087,15115,749,7,321.63
7088,13680,113,1,106.34
7089,95,364,1,487.39
7090,8796,579,7,460.22
7091,19053,608,8,364.61
7092,14119,215,6,347.82
7093,2957,380,3,479.86
7094,5121,81,1,73.62
7095,21612,118,9,291.04
7096,3805,610,9,378.19
7097,6511,709,6,154.73
7098,16728,537,3,305.49
7099,3125,37,1,81.35
7100,21404,750,9,425.62
7101,12980,498,1,426.12
7102,15357,760,2,278.25
7103,191,477,1,168.84
7104,6441,386,2,90.1
7105,4924,143,1,338.09
7106,4421,96,3,455.82
7107,14100,473,4,186.14
7108,19362,103,6,414.05
7109,1117,266,7,422.6
7110,2918,25,3,145.47
7111,13047,130,4,286.97
7112,2498,219,8,182.29
7113,10535,494,8,189.03
7114,5894,128,7,253.51
7115,3484,319,8,151.09
7116,19304,303,2,453.53
7117,10895,189,7,438.71
7118,13283,451,10,380.78
7119,3947,462,8,264.14
7120,9651,511,4,310.38
7121,8195,152,3,13.29
7122,5186,140,7,364.89
7123,3511,323,10,315.37
7124,17454,236,1,82.5
7125,7692,695,6,209.72
7126,20665,686,1,13.44
7127,17208,583,3,455.77
7128,10421,482,2,473.8
7129,8659,701,1,279.58
7130,13187,256,5,22.76
7131,14058,760,3,338.14
7132,21458,720,6,233.81
7133,7028,551,6,482.35
7134,20724,301,9,59.27
7135,19219,402,3,407.24
7136,16009,98,5,349.23
7137,19015,5,7,15.03
7138,4500,705,3,307.16
7139,4260,194,5,188.37
7140,7461,343,3,178.55
7141,11749,633,10,288.28
7142,7986,370,9,495.97
7143,6676,646,10,463.86
7144,5019,735,4,158.66
7145,14734,486,6,209.66
7146,4899,228,2,102.99
7147,484,179,7,478.53
7148,18067,720,1,143.22
7149,18199,506,6,433.9
7150,17032,189,7,377.33
7151,3436,95,6,349.59
7152,4975,409,3,348.69
7153,7436,116,5,184.55
7154,10536,211,2,439.94
7155,17658,89,3,79.46
7156,20978,559,9,307.56
7157,7915,148,5,42.03
7158,21158,107,5,481.16
7159,3968,499,7,13.08
7160,11408,160,9,202.6
7161,19758,378,5,460.7
7162,15201,93,3,306.11
7163,3097,737,10,281.09
7164,19314,631,10,316.66
7165,3801,541,9,191.19
7166,15096,609,8,171.2
7167,12170,571,9,270.31
7168,2755,215,3,80.27
7169,16631,72,3,286.02
7170,17951,516,5,386.06
7171,17612,389,10,78.3
7172,10927,456,2,218.61
7173,16514,492,6,453.49
7174,9521,438,7,458.42
7175,1363,623,8,43.72
7176,18591,732,4,88.03
7177,11908,498,4,39.14
7178,5729,288,5,320.23
7179,13180,218,5,50.22
7180,13411,422,1,315.78
7181,2582,701,9,255.51
7182,6269,639,6,408.36
7183,6819,374,2,489.05
7184,3006,38,2,140.55
7185,5800,276,8,217.53
7186,12274,601,9,368.22
7187,3933,82,2,260.51
7188,15518,239,6,327.41
7189,12577,755,7,289.2
7190,4258,504,3,13.9
7191,533,10,1,141.52
7192,18039,6,6,269.41
7193,12779,530,6,88.0
7194,4448,36,5,315.09
7195,13471,78,4,246.07
7196,15399,405,2,156.1
7197,9372,84,3,62.66
7198,706,720,3,419.09
7199,17816,186,9,184.24
7200,260,427,8,188.27
7201,17259,531,3,383.68
7202,18285,742,3,349.75
7203,17337,122,10,104.55
7204,845,624,4,112.51
7205,1310,546,4,59.32
7206,4846,2,6,347.93
7207,2788,687,1,438.23
7208,567,227,6,228.36
7209,15611,268,10,10.44
7210,4953,180,3,48.04
7211,7330,606,7,210.56
7212,6930,555,1,143.98
7213,21270,110,4,465.79
7214,6547,588,5,446.18
7215,4569,452,9,95.23
7216,17498,639,7,340.99
7217,13138,21,2,356.83
7218,14449,10,7,446.71
7219,7896,134,10,235.5
7220,14322,494,9,155.69
7221,4865,53,9,492.74
7222,17968,567,1,221.58
7223,19384,290,3,202.82
7224,3351,674,8,382.93
7225,16062,59,5,239.62
7226,8867,732,3,103.62
7227,4570,162,9,273.03
7228,2548,76,8,53.78
7229,199,62,5,446.65
7230,3902,279,5,316.3
7231,2193,222,9,469.34
7232,18776,477,7,466.18
7233,6703,119,5,445.4
7234,12832,333,5,305.17
7235,21229,306,8,244.94
7236,19645,528,5,107.87
7237,3175,568,8,493.91
7238,20417,418,2,232.11
7239,14034,36,8,159.28
7240,10205,482,4,207.09
7241,14195,705,5,403.86
7242,19131,405,5,21.17
7243,5452,194,7,326.17
7244,617,678,5,156.07
7245,15036,429,6,414.21
7246,4734,602,9,172.66
7247,12854,318,1,206.0
7248,20692,519,1,93.41
7249,245,393,1,376.86
7250,12759,433,7,140.52
7251,13901,220,4,238.5
7252,13413,148,2,29.25
7253,984,66,7,210.06
7254,12761,116,8,469.52
7255,18938,666,2,138.45
7256,5192,400,7,166.91
7257,13779,79,9,462.07
7258,2399,91,10,305.45
7259,16526,118,4,389.63
7260,2999,70,4,82.63
7261,1860,539,8,187.61
7262,4910,170,10,420.84
7263,20487,147,2,105.35
7264,8315,80,9,34.96
7265,21033,407,3,339.2
7266,11077,523,3,200.77
7267,17264,451,8,455.03
7268,5050,77,5,154.66
7269,216,272,8,352.93
7270,4437,162,6,234.69
7271,5393,351,8,415.13
7272,552,51,4,305.29
7273,8274,405,1,370.89
7274,15751,192,3,44.59
7275,14109,677,2,337.68
7276,13029,339,9,27.43
7277,4989,619,5,178.57
7278,19857,692,6,488.75
7279,15403,350,4,382.07
7280,7534,702,4,164.56
7281,18894,396,4,235.36
7282,4178,735,3,202.58
7283,21019,165,1,259.65
7284,14573,464,8,224.95
7285,15122,196,8,488.08
7286,19338,461,4,344.11
7287,7168,196,10,82.81
7288,15026,534,5,178.77
7289,847,186,1,349.95
7290,5533,11,1,160.22
7291,20011,111,5,87.79
7292,13586,92,7,171.89
7293,6728,341,7,313.22
7294,16043,25,1,425.01
7295,18211,402,9,88.87
7296,9218,360,5,442.75
7297,9102,376,10,399.73
7298,4485,205,8,427.81
7299,20129,764,2,204.96
7300,9329,157,6,450.91
7301,10005,367,6,232.85
7302,17412,648,4,338.96
7303,8019,257,5,368.58
7304,15991,479,10,303.1
7305,19581,722,6,322.3
7306,1693,465,9,260.84
7307,17995,397,6,174.65
7308,14252,398,9,289.03
7309,3796,169,7,175.6
7310,13584,746,2,39.6
7311,15738,681,6,381.28
7312,14340,481,4,389.93
7313,19498,54,2,226.53
7314,19066,389,4,110.54
7315,87,564,6,263.3
7316,19863,386,9,226.29
7317,10696,445,4,189.48
7318,15205,535,7,261.86
7319,4329,64,6,477.86
7320,3003,450,8,92.41
7321,5186,177,8,403.87
7322,17918,326,6,279.68
7323,17333,312,7,158.98
7324,17911,731,5,270.49
7325,18606,70,4,442.5
7326,3142,409,6,287.11
7327,7229,47,5,425.57
7328,16565,409,2,354.31
7329,15346,277,10,492.09
7330,4872,545,7,151.27
7331,12400,312,5,280.95
7332,17131,69,7,238.46
7333,9764,356,8,290.49
7334,8743,533,8,291.9
7335,5345,379,6,265.21
7336,2021,541,2,449.93
7337,14432,679,4,57.54
7338,1056,404,7,453.98
7339,17879,94,10,472.93
7340,13603,28,7,300.77
7341,3677,174,6,111.65
7342,16563,405,7,118.84
7343,7999,662,6,123.43
7344,9929,146,2,74.46
7345,2752,758,9,445.01
7346,11244,166,3,112.2
7347,12336,746,5,230.4
7348,20417,518,6,390.37
7349,7388,652,7,388.99
7350,18067,555,6,487.49
7351,8591,710,2,119.71
7352,1797,168,2,132.6
7353,7088,103,1,10.54
7354,3721,59,4,284.67
7355,21551,174,7,448.32
7356,7738,66,2,377.75
7357,4502,325,8,106.22
7358,16306,571,5,364.27
7359,16289,592,4,342.43
7360,6758,391,8,425.93
7361,8340,112,7,268.31
7362,1160,552,9,260.4
7363,9840,654,1,248.72
7364,14127,664,9,357.06
7365,8687,263,10,391.85
7366,7580,85,7,55.79
7367,6606,308,4,230.61
7368,13286,286,9,111.34
7369,9723,376,9,474.59
7370,10704,198,2,422.6
7371,15031,260,6,15.52
7372,8581,634,2,126.06
7373,13377,397,4,322.34
7374,19157,682,6,130.05
7375,9450,588,10,437.49
7376,13505,83,4,414.2
7377,5876,341,6,439.04
7378,7606,429,9,123.0
7379,8326,547,9,334.15
7380,2615,593,8,490.13
7381,20246,233,10,293.53
7382,15871,146,6,460.97
7383,18496,233,3,156.92
7384,5150,705,10,117.78
7385,8751,579,8,330.19
7386,20818,211,7,328.61
7387,8782,600,3,43.54
7388,6227,199,3,343.61
7389,16868,227,2,154.78
7390,15284,525,4,218.27
7391,12219,582,5,83.23
7392,13565,235,9,58.95
7393,20416,209,2,30.45
7394,5157,44,7,266.65
7395,7200,105,3,134.1
7396,6538,355,1,253.97
7397,8785,498,8,139.85
7398,1899,12,10,478.71
7399,6276,46,3,251.24
7400,468,444,9,206.55
7401,15635,284,7,92.68
7402,1909,441,10,87.06
7403,18372,552,7,498.06
7404,8666,536,5,348.95
7405,10631,664,4,342.6
7406,3995,498,5,81.54
7407,4392,724,5,346.98
7408,5319,267,10,39.6
7409,20395,456,10,124.96
7410,19001,592,8,249.78
7411,1755,478,2,82.23
7412,20578,344,3,41.66
7413,18019,444,2,19.18
7414,6585,232,9,446.67
7415,10972,114,6,23.37
7416,12259,70,6,160.37
7417,6158,107,1,371.79
7418,4400,588,1,330.57
7419,9042,610,7,455.79
7420,12138,600,10,307.49
7421,8084,523,4,423.8
7422,9812,370,6,58.88
7423,94,248,7,185.63
7424,12718,551,9,378.0
7425,2427,210,5,380.9
7426,3907,293,5,288.42
7427,7359,523,6,382.04
7428,5937,118,8,345.86
7429,15604,44,4,36.68
7430,5996,366,8,472.69
7431,21246,132,7,216.27
7432,20587,321,7,383.36
7433,1874,382,4,102.95
7434,17164,516,3,185.92
7435,12569,748,7,318.93
7436,21169,546,3,372.01
7437,18179,137,6,13.64
7438,14948,193,5,329.96
7439,6538,683,2,474.07
7440,18722,443,9,131.7
7441,3126,243,10,41.36
7442,6749,393,6,187.57
7443,6734,150,9,133.43
7444,10276,484,3,29.62
7445,1351,533,7,481.74
7446,1850,158,4,338.18
7447,19924,333,3,462.24
7448,14775,82,8,428.24
7449,18415,299,3,243.26
7450,10783,592,6,446.37
7451,14345,519,9,400.28
7452,19026,450,3,136.59
7453,11975,521,3,355.76
7454,17704,141,6,414.34
7455,6229,720,3,335.18
7456,5046,371,8,29.95
7457,5888,188,6,466.19
7458,11454,260,6,152.44
7459,19251,582,4,346.04
7460,1738,103,2,44.76
7461,2991,365,1,321.5
7462,7177,365,3,94.02
7463,20832,148,6,240.98
7464,5283,44,4,406.67
7465,11360,516,9,178.26
7466,9758,523,3,162.57
7467,12158,163,4,222.46
7468,3269,173,7,379.95
7469,15584,725,6,334.89
7470,7741,455,3,190.36
7471,16076,465,5,442.43
7472,2906,587,1,255.29
7473,11530,605,1,432.17
7474,10525,259,1,297.26
7475,5314,526,9,11.62
7476,6519,568,3,98.59
7477,10872,537,7,72.86
7478,17662,286,6,426.87
7479,20073,155,5,451.36
7480,18684,114,7,251.32
7481,4449,483,6,406.14
7482,16990,516,4,77.41
7483,9955,21,4,460.16
7484,12968,46,2,187.7
7485,20354,736,4,20.59
7486,19618,603,3,124.4
7487,15692,412,5,87.19
7488,12172,489,10,245.79
7489,2920,141,2,224.85
7490,16293,393,5,79.41
7491,2455,456,9,402.51
7492,13674,454,9,465.25
7493,14105,741,8,338.17
7494,12803,95,4,227.82
7495,11147,433,7,60.5
7496,9704,639,3,225.98
7497,95,423,4,131.94
7498,3892,345,10,474.7
7499,17860,443,5,330.34
7500,19800,69,8,329.78
7501,11576,659,3,31.66
7502,16331,539,2,343.69
7503,788,403,9,378.02
7504,5623,47,2,34.33
7505,9505,131,7,332.13
7506,19529,410,1,415.42
7507,20793,509,9,173.86
7508,21301,28,1,190.15
7509,17709,728,1,445.74
7510,2623,218,8,461.5
7511,19062,683,1,69.66
7512,18159,676,2,425.96
7513,18703,659,5,461.25
7514,7223,272,4,235.95
7515,4698,62,9,33.87
7516,4101,298,3,146.43
7517,21325,419,4,146.78
7518,283,369,8,124.12
7519,3912,3,3,469.49
7520,17147,679,8,233.88
7521,12543,560,2,492.26
7522,13322,540,8,337.26
7523,20005,41,9,304.9
7524,17153,541,6,203.33
7525,14519,203,1,374.21
7526,21198,249,8,10.89
7527,6694,531,4,22.25
7528,15261,514,5,157.76
7529,10865,387,7,440.34
7530,9677,435,6,296.63
7531,2605,242,9,41.41
7532,5075,350,1,41.61
7533,8959,481,1,161.81
7534,7519,758,9,418.7
7535,5495,433,5,332.27
7536,14034,759,9,339.41
7537,1500,579,8,339.37
7538,3065,403,8,34.27
7539,1957,755,3,87.19
7540,12318,105,7,279.96
7541,19389,161,7,251.45
7542,16796,263,1,41.12
7543,502,405,4,324.03
7544,12827,387,10,91.92
7545,6061,222,7,257.03
7546,19448,25,9,419.82
7547,18779,112,9,164.95
7548,19354,459,7,211.82
7549,17329,585,5,381.37
7550,15492,403,3,18.56
7551,8822,94,6,327.11
7552,9741,608,8,186.16
7553,1983,669,9,368.82
7554,19583,6,2,163.12
7555,7565,660,2,417.92
7556,21404,751,10,83.26
7557,19596,726,2,399.54
7558,2776,354,4,426.84
7559,19737,319,9,46.45
7560,4034,115,6,256.01
7561,3700,411,10,31.2
7562,19994,491,2,335.99
7563,9555,155,8,351.93
7564,12957,62,10,371.59
7565,8434,342,1,381.16
7566,20761,138,6,10.97
7567,21568,499,7,266.21
7568,15224,498,2,256.6
7569,5809,553,10,137.5
7570,8665,223,3,465.26
7571,7327,86,9,115.05
7572,12785,471,5,206.32
7573,13100,162,1,211.12
7574,8283,646,4,231.69
7575,12165,572,8,324.59
7576,14451,365,9,126.62
7577,6154,527,3,298.97
7578,17432,351,4,387.14
7579,16009,659,4,255.13
7580,12677,432,6,373.8
7581,14049,308,5,459.87
7582,3119,318,7,60.2
7583,5237,610,6,112.55
7584,2291,660,1,379.68
7585,12563,259,9,321.05
7586,19053,447,4,482.64
7587,16329,634,5,427.02
7588,16622,115,6,348.44
7589,16646,554,8,124.53
7590,13694,301,2,121.03
7591,65,241,7,242.03
7592,5332,617,5,298.4
7593,19123,481,3,141.94
7594,676,747,3,42.39
7595,16085,499,8,298.31
7596,17677,678,8,385.56
7597,12982,366,1,407.18
7598,15609,289,8,289.49
7599,717,521,7,324.68
7600,15721,639,4,274.15
7601,5830,153,10,278.03
7602,12999,508,2,151.89
7603,6882,469,4,126.15
7604,6106,683,3,191.53
7605,6689,20,3,478.9
7606,6799,205,2,389.46
7607,11801,468,8,97.99
7608,6078,358,9,351.15
7609,35,751,7,146.73
7610,7549,624,8,206.24
7611,103,348,2,25.96
7612,11044,286,8,346.12
7613,11774,502,3,468.26
7614,15561,518,9,56.27
7615,19743,95,9,70.94
7616,14414,448,9,334.48
7617,3627,392,2,440.45
7618,7492,606,1,357.08
7619,7484,539,8,183.22
7620,8313,216,7,131.2
7621,18234,109,2,72.78
7622,12363,623,10,112.67
7623,4577,143,7,344.28
7624,6547,407,9,78.43
7625,15783,731,3,224.87
7626,14539,442,8,380.11
7627,20186,692,9,310.88
7628,18005,569,1,53.61
7629,5093,374,7,323.96
7630,3298,465,7,265.53
7631,19228,394,6,157.59
7632,5833,683,2,428.22
7633,19864,504,3,348.54
7634,1693,357,3,264.92
7635,1047,111,1,87.41
7636,15696,354,6,247.3
7637,1347,348,7,435.81
7638,13339,205,5,312.48
7639,10229,568,4,195.06
7640,7494,503,6,407.28
7641,369,159,1,113.91
7642,1345,527,4,379.12
7643,13934,54,6,143.88
7644,17650,377,5,408.33
7645,7426,517,2,463.61
7646,1118,737,4,157.77
7647,749,704,2,485.64
7648,9775,640,7,438.76
7649,17512,331,1,192.54
7650,5813,301,2,127.22
7651,18807,298,1,73.97
7652,1014,652,10,463.1
7653,15920,723,9,439.91
7654,17095,573,7,433.03
7655,12420,416,5,433.48
7656,20289,140,1,398.11
7657,17055,80,3,241.98
7658,20494,235,9,210.76
7659,3461,524,3,333.24
7660,18064,324,9,30.32
7661,14339,492,10,311.21
7662,10565,370,2,310.94
7663,2755,299,5,202.05
7664,7229,91,7,135.04
7665,1010,759,4,303.13
7666,9147,232,10,248.78
7667,7757,364,8,201.64
7668,11112,342,2,497.26
7669,7486,197,5,138.91
7670,10924,21,10,24.7
7671,15558,156,4,166.25
7672,2712,368,2,138.23
7673,8128,185,8,270.9
7674,7809,221,8,393.05
7675,21016,402,7,181.12
7676,5690,186,4,350.69
7677,500,292,2,226.96
7678,11421,169,6,310.9
7679,17375,633,9,451.63
7680,4333,423,4,232.18
7681,14463,711,1,52.75
7682,18793,520,1,363.45
7683,21215,436,1,445.14
7684,19072,718,6,36.17
7685,20147,151,8,61.37
7686,20731,94,2,280.29
7687,19319,404,5,199.01
7688,3904,760,1,355.04
