order_id,order_date,customer_id,seller_id,order_status
3392,26-07-2023,199,18,Delivered
3393,05-06-2024,666,11,Cancelled
3394,10-06-2024,6,18,Delivered
3395,15-10-2023,215,15,Delivered
3396,24-01-2024,304,11,Cancelled
3397,22-10-2023,423,50,Cancelled
3398,27-08-2024,670,13,Delivered
3399,18-10-2023,837,32,Delivered
3400,15-03-2023,282,29,Delivered
3401,04-08-2023,552,52,Delivered
3402,24-08-2023,526,8,Cancelled
3403,03-04-2023,278,47,Pending
3404,24-07-2024,771,39,Pending
3405,07-01-2024,774,43,Pending
3406,23-08-2024,807,43,Pending
3407,10-11-2024,50,22,Pending
3408,31-07-2024,234,17,Cancelled
3409,27-06-2023,295,34,Delivered
3410,13-05-2023,38,10,Pending
3411,15-05-2023,97,41,Cancelled
3412,24-03-2023,780,33,Cancelled
3413,18-09-2024,607,17,Cancelled
3414,04-01-2024,848,42,Cancelled
3415,17-02-2024,787,27,Cancelled
3416,14-06-2024,725,50,Cancelled
3417,23-05-2023,284,4,Pending
3418,22-08-2023,312,54,Delivered
3419,16-06-2023,580,11,Pending
3420,25-09-2024,762,52,Cancelled
3421,21-09-2023,513,34,Delivered
3422,17-09-2023,725,23,Cancelled
3423,26-06-2023,839,43,Cancelled
3424,26-05-2023,589,19,Cancelled
3425,03-08-2024,269,46,Pending
3426,06-02-2024,612,29,Pending
3427,07-07-2023,198,11,Cancelled
3428,19-01-2023,119,38,Pending
3429,01-11-2023,65,38,Cancelled
3430,08-09-2023,618,25,Delivered
3431,15-12-2023,306,36,Pending
3432,22-03-2023,755,49,Cancelled
3433,01-10-2023,551,54,Cancelled
3434,22-02-2024,547,19,Delivered
3435,05-08-2024,655,22,Delivered
3436,07-12-2023,83,43,Pending
3437,14-10-2023,175,1,Pending
3438,23-10-2024,731,17,Cancelled
3439,10-11-2024,154,46,Pending
3440,28-01-2023,99,49,Delivered
3441,02-06-2024,187,7,Pending
3442,14-06-2024,867,16,Cancelled
3443,10-06-2024,503,24,Pending
3444,27-04-2023,398,5,Delivered
3445,12-05-2023,480,6,Delivered
3446,19-02-2024,589,4,Cancelled
3447,09-09-2024,546,28,Cancelled
3448,16-03-2024,545,27,Cancelled
3449,21-05-2023,237,52,Cancelled
3450,16-09-2024,199,49,Pending
3451,18-08-2023,769,23,Cancelled
3452,16-08-2023,52,3,Delivered
3453,30-06-2024,506,16,Pending
3454,21-12-2023,336,5,Cancelled
3455,12-03-2023,31,54,Cancelled
3456,25-04-2024,586,12,Delivered
3457,23-01-2024,534,33,Cancelled
3458,14-08-2024,852,31,Delivered
3459,11-12-2023,315,37,Cancelled
3460,27-11-2022,838,24,Pending
3461,06-04-2024,681,24,Pending
3462,23-10-2023,828,47,Delivered
3463,29-01-2023,433,47,Delivered
3464,28-02-2023,293,35,Delivered
3465,22-10-2023,783,34,Cancelled
3466,24-09-2024,466,38,Pending
3467,11-07-2023,544,34,Delivered
3468,10-10-2023,132,34,Delivered
3469,11-04-2023,830,51,Cancelled
3470,02-08-2023,554,36,Pending
3471,24-09-2023,468,53,Pending
3472,02-07-2023,89,20,Cancelled
3473,30-08-2023,699,3,Cancelled
3474,04-06-2023,89,1,Pending
3475,15-11-2023,804,52,Cancelled
3476,30-01-2023,819,18,Pending
3477,26-10-2023,305,1,Pending
3478,09-05-2024,501,18,Delivered
3479,02-02-2024,501,38,Pending
3480,19-05-2024,181,8,Cancelled
3481,06-05-2023,431,38,Delivered
3482,30-08-2024,90,19,Pending
3483,25-10-2023,724,8,Pending
3484,13-12-2023,21,32,Delivered
3485,28-03-2024,17,1,Delivered
3486,29-01-2024,820,12,Cancelled
3487,24-12-2022,165,19,Delivered
3488,19-12-2022,358,16,Delivered
3489,24-12-2023,316,6,Cancelled
3490,19-08-2024,507,28,Delivered
3491,01-01-2023,334,2,Pending
3492,24-08-2024,159,42,Pending
3493,05-06-2023,120,25,Pending
3494,01-05-2024,805,32,Cancelled
3495,21-05-2023,418,18,Cancelled
3496,14-05-2024,231,2,Delivered
3497,27-01-2024,455,36,Delivered
3498,11-02-2023,445,7,Cancelled
3499,10-02-2024,365,4,Delivered
3500,06-02-2024,573,3,Cancelled
3501,16-03-2024,462,40,Delivered
3502,14-01-2023,299,19,Pending
3503,16-05-2024,470,2,Cancelled
3504,16-01-2023,463,24,Cancelled
3505,16-04-2024,794,27,Delivered
3506,27-06-2024,777,35,Pending
3507,08-04-2023,367,52,Delivered
3508,10-12-2022,583,12,Cancelled
3509,11-02-2023,363,49,Delivered
3510,05-05-2024,243,20,Pending
3511,21-06-2024,20,13,Delivered
3512,11-10-2023,133,19,Delivered
3513,22-10-2023,309,39,Cancelled
3514,03-08-2024,866,36,Delivered
3515,14-07-2023,6,34,Delivered
3516,23-12-2023,861,46,Pending
3517,18-11-2024,141,20,Delivered
3518,10-04-2023,472,21,Cancelled
3519,09-08-2023,577,8,Pending
3520,25-02-2024,239,27,Cancelled
3521,06-09-2024,340,21,Delivered
3522,23-09-2023,835,1,Delivered
3523,04-05-2023,629,13,Cancelled
3524,01-01-2024,653,17,Delivered
3525,22-10-2023,28,5,Delivered
3526,19-08-2024,570,25,Cancelled
3527,15-10-2024,59,19,Cancelled
3528,05-10-2023,658,29,Delivered
3529,26-04-2024,473,9,Cancelled
3530,10-02-2023,348,24,Pending
3531,09-02-2023,774,6,Delivered
3532,02-03-2023,498,15,Pending
3533,09-12-2023,885,19,Cancelled
3534,17-04-2024,625,11,Pending
3535,13-12-2022,363,18,Cancelled
3536,12-09-2024,589,38,Delivered
3537,04-07-2024,631,42,Cancelled
3538,23-09-2023,270,10,Pending
3539,12-07-2024,407,54,Pending
3540,17-10-2023,724,53,Cancelled
3541,11-04-2024,523,54,Delivered
3542,06-11-2024,256,7,Pending
3543,28-05-2023,740,31,Pending
3544,17-03-2023,582,47,Pending
3545,10-02-2023,203,13,Delivered
3546,29-09-2023,862,29,Delivered
3547,05-04-2024,859,44,Cancelled
3548,24-04-2023,883,46,Pending
3549,09-10-2023,142,14,Delivered
3550,29-04-2023,341,5,Cancelled
3551,01-11-2023,431,44,Cancelled
3552,10-05-2024,92,29,Cancelled
3553,10-01-2024,73,36,Delivered
3554,06-12-2023,843,20,Cancelled
3555,31-03-2023,589,40,Cancelled
3556,25-05-2024,535,27,Delivered
3557,20-04-2024,673,2,Pending
3558,01-03-2024,300,30,Pending
3559,14-01-2023,165,33,Cancelled
3560,12-10-2023,315,31,Pending
3561,05-07-2023,815,40,Cancelled
3562,08-07-2024,316,30,Pending
3563,03-05-2024,102,52,Pending
3564,18-04-2023,707,7,Pending
3565,12-02-2023,82,17,Delivered
3566,06-06-2024,561,44,Cancelled
3567,13-08-2024,203,29,Pending
3568,11-05-2023,496,39,Pending
3569,20-09-2023,666,8,Pending
3570,20-11-2023,175,16,Cancelled
3571,20-04-2023,403,33,Delivered
3572,15-10-2023,795,44,Pending
3573,09-12-2023,182,15,Cancelled
3574,24-01-2024,257,33,Delivered
3575,09-02-2023,17,35,Pending
3576,07-02-2023,315,44,Pending
3577,17-07-2024,875,50,Cancelled
3578,03-04-2024,756,2,Cancelled
3579,15-10-2023,820,52,Cancelled
3580,19-04-2023,802,7,Cancelled
3581,22-09-2023,739,10,Delivered
3582,29-09-2023,680,39,Cancelled
3583,29-11-2023,358,15,Cancelled
3584,04-01-2024,354,51,Cancelled
3585,24-01-2024,770,15,Pending
3586,30-12-2023,194,52,Delivered
3587,02-01-2024,552,21,Delivered
3588,10-05-2023,165,28,Cancelled
3589,05-09-2024,868,21,Pending
3590,15-09-2023,135,23,Pending
3591,10-03-2023,735,4,Cancelled
3592,24-03-2024,379,19,Pending
3593,30-08-2024,337,13,Pending
3594,23-07-2023,136,51,Pending
3595,15-04-2024,460,49,Cancelled
3596,25-07-2023,296,35,Delivered
3597,24-12-2023,119,22,Cancelled
3598,12-11-2024,506,22,Cancelled
3599,09-08-2024,787,40,Delivered
3600,25-07-2024,154,7,Cancelled
3601,16-10-2023,805,28,Pending
3602,10-07-2024,881,40,Cancelled
3603,21-12-2023,288,38,Delivered
3604,16-02-2023,247,4,Cancelled
3605,12-11-2024,232,18,Pending
3606,23-01-2023,471,53,Cancelled
3607,22-12-2023,80,7,Pending
3608,03-11-2024,232,43,Pending
3609,04-02-2024,271,41,Delivered
3610,05-10-2024,826,3,Cancelled
3611,06-03-2023,113,37,Pending
3612,19-05-2024,781,26,Delivered
3613,22-05-2024,181,30,Delivered
3614,30-05-2023,674,14,Pending
3615,14-09-2023,236,35,Cancelled
3616,30-11-2023,319,39,Pending
3617,11-07-2024,143,25,Cancelled
3618,27-04-2024,118,2,Pending
3619,26-05-2024,267,6,Delivered
3620,09-11-2024,559,29,Pending
3621,14-05-2023,92,19,Cancelled
3622,05-03-2024,686,35,Delivered
3623,24-01-2023,120,9,Delivered
3624,08-10-2023,225,5,Pending
3625,21-04-2023,296,16,Cancelled
3626,31-12-2023,809,26,Pending
3627,29-03-2023,610,24,Delivered
3628,30-12-2023,22,25,Cancelled
3629,06-05-2024,54,49,Delivered
3630,12-01-2024,761,13,Cancelled
3631,21-06-2024,487,7,Delivered
3632,31-07-2024,14,8,Pending
3633,03-09-2023,844,5,Cancelled
3634,13-11-2023,222,41,Delivered
3635,09-05-2023,357,24,Pending
3636,05-02-2023,164,50,Cancelled
3637,20-08-2024,598,27,Pending
3638,01-09-2024,882,29,Pending
3639,12-01-2023,778,23,Pending
3640,28-08-2023,150,27,Cancelled
3641,02-11-2023,528,29,Pending
3642,06-01-2024,796,8,Cancelled
3643,06-12-2022,27,36,Delivered
3644,18-04-2023,583,18,Cancelled
3645,10-01-2024,725,12,Pending
3646,16-06-2023,447,52,Cancelled
3647,18-03-2024,656,8,Pending
3648,24-06-2023,547,4,Cancelled
3649,04-05-2024,679,8,Pending
3650,07-12-2023,486,34,Delivered
3651,23-11-2022,121,51,Cancelled
3652,04-07-2024,123,6,Pending
3653,23-02-2024,756,42,Delivered
3654,16-04-2023,159,3,Cancelled
3655,16-04-2024,686,22,Delivered
3656,23-02-2024,380,35,Delivered
3657,28-07-2023,478,14,Delivered
3658,01-11-2024,867,34,Cancelled
3659,10-03-2024,378,7,Cancelled
3660,11-02-2023,22,44,Cancelled
3661,16-04-2023,796,6,Cancelled
3662,05-12-2022,515,22,Cancelled
3663,07-10-2024,33,41,Pending
3664,30-12-2023,737,39,Cancelled
3665,16-03-2023,387,28,Delivered
3666,07-09-2023,402,6,Delivered
3667,01-03-2023,814,26,Pending
3668,18-05-2023,459,16,Pending
3669,14-12-2023,508,47,Cancelled
3670,25-06-2023,599,46,Delivered
3671,14-08-2023,727,11,Cancelled
3672,26-11-2022,200,32,Delivered
3673,06-08-2024,104,34,Pending
3674,20-04-2024,825,49,Cancelled
3675,21-04-2024,259,51,Delivered
3676,04-02-2024,371,23,Delivered
3677,26-05-2024,583,27,Pending
3678,25-10-2024,259,23,Pending
3679,28-05-2024,99,37,Cancelled
3680,22-03-2023,729,30,Cancelled
3681,24-03-2023,8,48,Delivered
3682,25-09-2023,615,33,Delivered
3683,05-10-2023,477,16,Delivered
3684,09-06-2023,629,41,Cancelled
3685,01-04-2023,68,37,Pending
3686,21-05-2024,98,50,Cancelled
3687,03-05-2023,751,39,Delivered
3688,14-11-2023,843,17,Delivered
3689,12-06-2023,363,13,Cancelled
3690,01-01-2024,610,45,Delivered
3691,30-07-2023,507,27,Pending
3692,01-03-2023,876,3,Pending
3693,07-12-2023,608,16,Delivered
3694,20-01-2024,44,33,Cancelled
3695,05-04-2023,473,14,Pending
3696,05-09-2023,714,43,Delivered
3697,02-11-2023,832,25,Pending
3698,20-05-2024,683,32,Delivered
3699,13-11-2023,470,36,Delivered
3700,24-10-2023,787,28,Pending
3701,02-03-2024,750,28,Pending
3702,05-02-2023,216,15,Delivered
3703,05-11-2023,276,43,Delivered
3704,19-06-2024,442,17,Cancelled
3705,13-08-2023,444,41,Delivered
3706,28-01-2023,317,49,Delivered
3707,05-05-2023,214,35,Delivered
3708,19-06-2023,319,37,Delivered
3709,24-11-2022,545,32,Delivered
3710,01-04-2023,568,22,Pending
3711,25-09-2024,758,42,Pending
3712,02-07-2023,851,47,Pending
3713,26-10-2023,327,40,Delivered
3714,12-02-2023,96,27,Delivered
3715,08-04-2024,261,14,Delivered
3716,06-02-2023,552,31,Pending
3717,27-08-2023,751,13,Pending
3718,14-11-2024,527,33,Pending
3719,16-07-2023,534,27,Cancelled
3720,03-06-2024,674,13,Delivered
3721,08-06-2023,836,1,Cancelled
3722,23-01-2023,232,38,Pending
3723,05-04-2024,128,8,Cancelled
3724,08-05-2024,81,39,Cancelled
3725,29-12-2023,265,21,Delivered
3726,01-07-2023,694,31,Cancelled
3727,03-06-2024,576,40,Pending
3728,05-12-2023,750,34,Pending
3729,16-07-2024,575,50,Cancelled
3730,26-10-2023,875,45,Pending
3731,18-06-2024,255,14,Cancelled
3732,07-01-2024,513,32,Pending
3733,02-06-2023,634,11,Delivered
3734,29-08-2023,238,42,Delivered
3735,22-12-2023,789,22,Pending
3736,12-08-2023,369,34,Cancelled
3737,15-05-2024,557,46,Delivered
3738,12-08-2023,111,22,Cancelled
3739,23-07-2023,415,36,Delivered
3740,06-09-2023,445,38,Cancelled
3741,18-05-2023,573,30,Cancelled
3742,21-04-2024,742,31,Pending
3743,28-11-2023,516,14,Cancelled
3744,30-05-2023,170,2,Pending
3745,18-10-2023,6,46,Cancelled
3746,03-05-2023,589,45,Delivered
3747,01-09-2023,59,46,Pending
3748,06-07-2024,69,37,Pending
3749,10-10-2024,844,15,Cancelled
3750,25-01-2024,454,8,Cancelled
3751,22-09-2023,253,12,Cancelled
3752,03-01-2023,41,17,Pending
3753,29-08-2024,548,28,Cancelled
3754,10-12-2023,361,53,Cancelled
3755,04-09-2023,265,40,Cancelled
3756,15-07-2023,568,10,Cancelled
3757,27-01-2023,301,18,Cancelled
3758,25-11-2022,34,7,Cancelled
3759,23-06-2023,101,48,Pending
3760,21-11-2022,301,2,Cancelled
3761,27-12-2023,551,28,Cancelled
3762,05-08-2023,774,33,Cancelled
3763,08-12-2023,758,20,Cancelled
3764,04-11-2024,595,5,Cancelled
3765,25-08-2024,354,50,Delivered
3766,23-05-2024,499,30,Cancelled
3767,04-06-2023,382,4,Cancelled
3768,19-08-2023,444,42,Cancelled
3769,20-06-2023,12,32,Cancelled
3770,13-06-2023,330,33,Delivered
3771,05-01-2023,122,18,Cancelled
3772,24-12-2023,756,46,Pending
3773,13-01-2024,13,2,Delivered
3774,18-02-2023,294,32,Pending
3775,20-05-2024,895,34,Cancelled
3776,06-11-2023,583,30,Delivered
3777,08-04-2023,94,46,Cancelled
3778,22-06-2024,782,27,Pending
3779,20-05-2023,375,34,Cancelled
3780,13-11-2024,863,12,Cancelled
3781,23-02-2024,559,51,Pending
3782,27-08-2024,49,10,Cancelled
3783,29-01-2023,892,19,Delivered
3784,27-08-2024,781,53,Delivered
3785,26-01-2023,797,45,Cancelled
3786,05-03-2024,41,18,Pending
3787,09-07-2024,249,1,Pending
3788,08-10-2024,377,46,Cancelled
3789,08-02-2024,808,33,Delivered
3790,10-05-2023,543,8,Pending
3791,23-09-2023,624,37,Delivered
3792,08-10-2024,64,18,Cancelled
3793,07-08-2024,377,36,Pending
3794,30-09-2023,495,14,Pending
3795,20-03-2024,532,50,Delivered
3796,22-06-2023,506,9,Delivered
3797,02-10-2023,418,32,Delivered
3798,02-05-2023,268,15,Pending
3799,02-11-2024,663,12,Pending
3800,23-11-2023,243,5,Cancelled
3801,31-08-2023,188,32,Pending
3802,01-07-2024,225,9,Pending
3803,28-12-2022,498,49,Cancelled
3804,26-12-2022,716,38,Pending
3805,29-02-2024,531,5,Cancelled
3806,17-12-2022,777,30,Pending
3807,15-01-2023,609,43,Pending
3808,17-11-2024,505,43,Pending
3809,27-11-2022,564,45,Cancelled
3810,12-03-2024,125,37,Delivered
3811,12-02-2024,839,1,Pending
3812,30-10-2024,17,27,Pending
3813,15-11-2024,688,22,Delivered
3814,12-09-2024,674,34,Pending
3815,30-09-2024,224,36,Delivered
3816,27-10-2023,630,52,Cancelled
3817,11-05-2023,770,15,Delivered
3818,09-03-2023,142,50,Cancelled
3819,19-01-2023,225,45,Pending
3820,29-08-2024,277,43,Pending
3821,09-04-2023,712,18,Delivered
3822,07-04-2023,109,48,Cancelled
3823,28-05-2023,891,16,Pending
3824,06-02-2024,257,18,Pending
3825,18-07-2024,714,38,Cancelled
3826,13-07-2024,800,49,Delivered
3827,12-01-2023,557,50,Cancelled
3828,28-05-2023,724,42,Cancelled
3829,08-04-2024,443,45,Cancelled
3830,08-09-2023,165,36,Cancelled
3831,26-01-2024,438,10,Pending
3832,17-03-2023,242,52,Cancelled
3833,03-05-2023,100,41,Delivered
3834,17-12-2023,797,30,Delivered
3835,27-03-2024,404,18,Delivered
3836,02-01-2023,320,31,Delivered
3837,28-01-2024,153,36,Delivered
3838,31-01-2023,340,54,Pending
3839,07-07-2023,583,8,Delivered
3840,08-10-2023,637,30,Delivered
3841,05-06-2023,40,29,Cancelled
3842,31-12-2023,125,31,Pending
3843,14-02-2023,195,5,Delivered
3844,11-02-2024,795,34,Pending
3845,19-10-2024,34,8,Delivered
3846,30-05-2024,146,21,Delivered
3847,18-10-2024,287,44,Pending
3848,07-08-2023,517,11,Delivered
3849,21-07-2023,583,5,Cancelled
3850,05-03-2024,39,19,Cancelled
3851,28-03-2023,89,10,Cancelled
3852,04-03-2023,680,2,Pending
3853,17-04-2023,508,19,Cancelled
3854,21-10-2023,385,41,Delivered
3855,11-06-2023,831,5,Delivered
3856,12-05-2023,453,33,Pending
3857,24-08-2023,688,26,Cancelled
3858,19-10-2023,144,31,Pending
3859,24-04-2024,199,8,Pending
3860,09-10-2024,216,29,Pending
3861,04-05-2023,446,26,Cancelled
3862,21-07-2023,153,54,Delivered
3863,12-11-2023,885,45,Cancelled
3864,19-07-2023,673,16,Cancelled
3865,09-11-2024,375,11,Delivered
3866,16-11-2024,607,40,Cancelled
3867,02-01-2023,201,12,Delivered
3868,07-10-2024,884,54,Delivered
3869,20-02-2023,544,47,Delivered
3870,17-04-2024,186,12,Cancelled
3871,29-01-2024,408,32,Cancelled
3872,28-02-2024,589,25,Delivered
3873,12-12-2023,224,48,Pending
3874,20-07-2023,481,17,Pending
3875,16-12-2023,85,8,Cancelled
3876,13-01-2023,12,51,Pending
3877,05-03-2023,417,4,Pending
3878,30-12-2022,825,16,Cancelled
3879,14-08-2023,691,27,Delivered
3880,19-04-2024,729,10,Delivered
3881,15-05-2023,368,11,Cancelled
3882,13-07-2024,431,18,Delivered
3883,29-06-2024,304,8,Cancelled
3884,13-02-2024,611,15,Pending
3885,09-08-2023,171,21,Delivered
3886,24-04-2023,37,34,Delivered
3887,14-02-2024,870,17,Pending
3888,06-05-2023,164,52,Delivered
3889,02-01-2023,759,46,Pending
3890,12-04-2024,850,8,Pending
3891,25-04-2024,898,35,Pending
3892,22-08-2024,227,4,Pending
3893,18-12-2022,439,1,Cancelled
3894,23-01-2023,403,6,Cancelled
3895,13-03-2024,491,47,Pending
3896,15-08-2024,52,10,Cancelled
3897,29-05-2024,618,23,Cancelled
3898,19-02-2023,671,35,Pending
3899,26-01-2023,639,49,Pending
3900,16-01-2023,7,50,Pending
3901,18-08-2024,406,40,Delivered
3902,01-08-2024,716,52,Cancelled
3903,30-06-2023,692,46,Pending
3904,08-02-2023,762,6,Cancelled
3905,27-12-2023,320,53,Cancelled
3906,19-07-2024,163,14,Pending
3907,23-04-2024,87,1,Cancelled
3908,26-06-2024,820,16,Cancelled
3909,29-01-2023,719,50,Delivered
3910,12-08-2023,89,54,Cancelled
3911,08-08-2024,726,50,Cancelled
3912,18-11-2024,668,23,Pending
3913,23-04-2024,101,16,Pending
3914,23-12-2022,185,49,Delivered
3915,12-05-2023,397,7,Pending
3916,26-10-2023,786,31,Delivered
3917,15-03-2024,555,9,Cancelled
3918,17-01-2024,337,52,Pending
3919,29-09-2023,675,16,Delivered
3920,08-01-2023,632,41,Pending
3921,14-03-2024,580,10,Cancelled
3922,27-12-2023,800,39,Delivered
3923,03-07-2023,835,54,Delivered
3924,30-08-2023,776,48,Delivered
3925,31-03-2023,436,10,Delivered
3926,01-08-2024,50,29,Delivered
3927,13-04-2023,558,48,Delivered
3928,31-03-2023,294,41,Delivered
3929,10-10-2023,476,29,Delivered
3930,06-03-2024,87,35,Pending
3931,26-05-2024,275,3,Cancelled
3932,21-06-2024,273,16,Pending
3933,20-12-2023,282,21,Pending
3934,04-03-2024,115,10,Cancelled
3935,03-04-2023,284,17,Pending
3936,03-02-2024,481,9,Cancelled
3937,20-01-2024,552,1,Cancelled
3938,22-12-2023,377,14,Pending
3939,05-05-2024,497,1,Pending
3940,25-02-2024,57,20,Pending
3941,06-11-2024,422,46,Pending
3942,01-12-2022,685,1,Cancelled
3943,29-05-2023,65,51,Delivered
3944,25-12-2022,796,12,Delivered
3945,25-09-2023,480,42,Cancelled
3946,24-07-2023,286,29,Cancelled
3947,04-01-2023,76,10,Delivered
3948,23-07-2023,681,20,Cancelled
3949,22-10-2023,841,2,Delivered
3950,22-04-2024,42,5,Delivered
3951,16-11-2023,715,50,Delivered
3952,19-03-2023,389,24,Cancelled
3953,25-03-2023,136,25,Delivered
3954,12-03-2023,59,2,Delivered
3955,27-07-2023,131,10,Pending
3956,19-05-2024,418,3,Delivered
3957,13-10-2024,138,15,Delivered
3958,21-07-2024,470,17,Delivered
3959,10-01-2024,126,2,Cancelled
3960,07-03-2023,809,15,Cancelled
3961,12-03-2024,823,25,Pending
3962,16-08-2024,358,33,Pending
3963,08-02-2023,447,15,Cancelled
3964,26-06-2023,391,37,Delivered
3965,05-05-2024,859,13,Delivered
3966,26-08-2024,578,33,Delivered
3967,18-06-2023,177,1,Delivered
3968,06-12-2023,722,4,Cancelled
3969,11-01-2024,51,1,Cancelled
3970,22-05-2023,405,6,Pending
3971,27-09-2024,335,9,Pending
3972,15-06-2023,71,43,Pending
3973,11-12-2023,310,12,Pending
3974,21-02-2023,611,22,Pending
3975,02-04-2024,460,31,Pending
3976,05-11-2023,814,8,Pending
3977,28-04-2023,731,23,Pending
3978,28-01-2023,755,26,Pending
3979,04-09-2024,234,20,Pending
3980,26-02-2023,88,35,Delivered
3981,07-11-2023,377,7,Delivered
3982,29-04-2024,761,52,Delivered
3983,04-03-2023,710,5,Cancelled
3984,19-06-2024,252,35,Pending
3985,24-06-2023,777,47,Cancelled
3986,16-08-2024,881,28,Pending
3987,30-05-2024,623,15,Pending
3988,04-10-2023,452,37,Cancelled
3989,24-11-2022,261,35,Cancelled
3990,21-04-2024,185,8,Delivered
3991,04-04-2023,823,13,Pending
3992,18-01-2024,687,12,Pending
3993,15-11-2023,318,48,Cancelled
3994,21-01-2024,688,37,Cancelled
3995,06-09-2023,18,50,Delivered
3996,31-12-2023,22,5,Pending
3997,04-09-2024,581,34,Delivered
3998,09-02-2023,7,53,Cancelled
3999,19-09-2023,152,15,Pending
4000,05-05-2024,841,33,Pending
4001,23-12-2022,508,20,Pending
4002,01-10-2023,227,35,Delivered
4003,28-07-2024,294,35,Pending
4004,19-12-2023,588,7,Delivered
4005,01-07-2023,715,20,Cancelled
4006,25-08-2024,879,43,Delivered
4007,13-03-2024,157,33,Cancelled
4008,29-09-2023,612,26,Cancelled
4009,28-03-2024,895,35,Cancelled
4010,18-12-2023,842,41,Delivered
4011,04-07-2023,334,2,Pending
4012,02-05-2024,460,10,Cancelled
4013,10-07-2024,294,6,Cancelled
4014,19-07-2024,229,54,Delivered
4015,19-08-2024,133,40,Delivered
4016,29-06-2023,376,34,Cancelled
4017,29-11-2023,202,3,Cancelled
4018,22-06-2023,289,44,Delivered
4019,26-06-2024,72,6,Pending
4020,30-11-2022,176,7,Pending
4021,24-07-2023,16,34,Cancelled
4022,19-07-2024,463,31,Cancelled
4023,12-12-2023,361,18,Pending
4024,22-03-2023,675,8,Pending
4025,11-12-2023,753,10,Delivered
4026,27-03-2024,740,38,Cancelled
4027,27-07-2024,561,20,Pending
4028,15-12-2023,287,9,Delivered
4029,08-02-2023,596,36,Pending
4030,22-10-2024,898,49,Cancelled
4031,27-03-2024,613,44,Cancelled
4032,10-02-2023,638,48,Cancelled
4033,07-09-2024,746,46,Pending
4034,12-07-2024,18,53,Cancelled
4035,26-11-2022,653,44,Delivered
4036,03-05-2023,410,44,Delivered
4037,06-06-2024,766,11,Delivered
4038,02-09-2024,789,40,Delivered
4039,09-10-2024,186,28,Pending
4040,20-05-2024,699,7,Cancelled
4041,26-10-2023,421,36,Pending
4042,04-03-2024,217,8,Delivered
4043,26-07-2024,578,8,Delivered
4044,23-05-2023,271,31,Pending
4045,29-06-2023,870,2,Cancelled
4046,23-12-2023,22,31,Cancelled
4047,11-05-2023,346,10,Pending
4048,24-03-2024,374,9,Cancelled
4049,04-12-2023,344,43,Cancelled
4050,04-01-2023,753,18,Delivered
4051,10-03-2023,247,48,Pending
4052,06-02-2024,845,51,Pending
4053,06-03-2023,837,50,Pending
4054,18-06-2024,879,9,Pending
4055,21-04-2024,820,18,Pending
4056,08-11-2024,799,40,Delivered
4057,25-03-2023,349,36,Pending
4058,22-05-2023,789,45,Delivered
4059,21-03-2023,822,36,Pending
4060,01-04-2024,890,45,Cancelled
4061,22-06-2023,394,33,Delivered
4062,24-04-2024,578,10,Delivered
4063,12-03-2023,545,16,Delivered
4064,18-02-2023,18,21,Cancelled
4065,12-10-2023,46,13,Cancelled
4066,21-05-2023,127,52,Delivered
4067,30-04-2024,384,26,Delivered
4068,18-02-2024,725,13,Pending
4069,06-08-2023,595,34,Delivered
4070,10-03-2023,5,10,Pending
4071,21-01-2023,356,14,Cancelled
4072,08-04-2023,810,25,Cancelled
4073,05-02-2024,756,47,Delivered
4074,17-01-2024,765,24,Pending
4075,20-01-2023,195,43,Delivered
4076,13-09-2024,213,20,Pending
4077,03-03-2024,519,13,Cancelled
4078,05-01-2023,339,3,Cancelled
4079,15-06-2024,281,38,Cancelled
4080,03-11-2024,640,6,Delivered
4081,13-01-2024,18,47,Delivered
4082,22-11-2022,281,33,Pending
4083,21-04-2023,76,9,Cancelled
4084,28-03-2023,516,51,Delivered
4085,07-02-2024,427,26,Pending
4086,24-04-2024,598,6,Cancelled
4087,15-08-2024,599,5,Cancelled
4088,25-10-2023,479,35,Cancelled
4089,15-01-2023,759,12,Cancelled
4090,04-08-2023,55,19,Cancelled
4091,16-02-2024,128,8,Delivered
4092,30-01-2023,732,43,Pending
4093,07-09-2023,276,6,Delivered
4094,11-03-2023,674,20,Delivered
4095,28-06-2024,552,6,Delivered
4096,15-09-2023,418,54,Pending
4097,27-01-2024,528,42,Pending
4098,20-09-2024,605,19,Pending
4099,11-09-2023,852,5,Pending
4100,11-01-2023,146,38,Delivered
4101,27-09-2023,272,32,Pending
4102,13-12-2022,143,21,Pending
4103,19-10-2023,671,8,Cancelled
4104,21-01-2023,138,12,Pending
4105,04-04-2024,330,48,Delivered
4106,02-03-2023,720,7,Pending
4107,05-04-2024,121,27,Pending
4108,05-09-2023,63,28,Pending
4109,16-11-2024,501,15,Pending
4110,14-09-2023,859,14,Delivered
4111,27-09-2023,420,47,Pending
4112,17-10-2024,431,34,Pending
4113,01-10-2023,787,52,Pending
4114,05-10-2023,824,53,Pending
4115,24-06-2024,321,33,Delivered
4116,23-11-2023,510,52,Delivered
4117,21-05-2023,656,40,Delivered
4118,07-09-2024,354,46,Cancelled
4119,12-08-2024,426,28,Delivered
4120,01-10-2023,168,31,Cancelled
4121,03-09-2023,557,16,Pending
4122,25-11-2022,768,33,Cancelled
4123,17-02-2023,183,45,Pending
4124,07-12-2023,556,52,Delivered
4125,17-04-2024,825,4,Cancelled
4126,20-12-2022,252,53,Cancelled
