shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
4246,4246,01-11-2024,09-06-2024,DHL,Returned
4247,4247,21-06-2024,28-12-2023,UPS,Returned
4248,4248,04-09-2023,19-11-2023,UPS,Delivered
4249,4249,25-12-2023,,FedEx,Returned
4250,4250,25-02-2023,11-08-2024,USPS,Returned
4251,4251,11-12-2022,01-03-2024,USPS,In Transit
4252,4252,23-12-2022,20-07-2024,USPS,In Transit
4253,4253,02-01-2023,18-02-2024,UPS,Returned
4254,4254,21-02-2023,30-07-2024,USPS,Delivered
4255,4255,26-01-2024,08-04-2024,UPS,Delivered
4256,4256,27-02-2023,,UPS,Returned
4257,4257,13-10-2023,03-09-2024,UPS,In Transit
4258,4258,12-08-2023,,FedEx,Delivered
4259,4259,22-11-2023,,UPS,Returned
4260,4260,27-04-2024,,UPS,Delivered
4261,4261,23-02-2024,13-09-2024,DHL,In Transit
4262,4262,17-03-2024,05-08-2024,DHL,In Transit
4263,4263,01-04-2024,21-08-2024,FedEx,Delivered
4264,4264,11-04-2023,,UPS,In Transit
4265,4265,05-10-2023,19-04-2024,UPS,In Transit
4266,4266,24-01-2024,17-08-2024,USPS,In Transit
4267,4267,30-09-2023,,UPS,Delivered
4268,4268,07-06-2023,,DHL,Delivered
4269,4269,18-05-2023,09-05-2024,USPS,In Transit
4270,4270,14-06-2024,29-07-2024,UPS,In Transit
4271,4271,14-08-2023,30-07-2024,FedEx,Returned
4272,4272,03-02-2024,,FedEx,In Transit
4273,4273,18-09-2024,,UPS,Delivered
4274,4274,25-01-2024,,FedEx,Returned
4275,4275,29-05-2024,01-04-2024,UPS,Delivered
4276,4276,10-08-2023,12-09-2024,USPS,Delivered
4277,4277,17-02-2024,,USPS,Delivered
4278,4278,14-09-2023,11-09-2024,UPS,Returned
4279,4279,28-09-2024,,FedEx,Delivered
4280,4280,19-11-2023,25-04-2024,USPS,Returned
4281,4281,21-01-2024,28-11-2023,DHL,Delivered
4282,4282,15-03-2023,31-12-2023,USPS,In Transit
4283,4283,07-10-2024,,FedEx,Returned
4284,4284,11-03-2024,25-10-2024,DHL,In Transit
4285,4285,11-02-2023,,DHL,Returned
4286,4286,23-03-2024,09-01-2024,USPS,Returned
4287,4287,15-04-2024,,FedEx,In Transit
4288,4288,29-10-2024,04-06-2024,DHL,Returned
4289,4289,04-05-2023,20-07-2024,DHL,Returned
4290,4290,10-02-2023,30-01-2024,DHL,Returned
4291,4291,05-09-2023,,UPS,Returned
4292,4292,22-03-2024,30-10-2024,FedEx,Returned
4293,4293,01-07-2023,11-01-2024,UPS,Returned
4294,4294,04-05-2023,31-12-2023,USPS,In Transit
4295,4295,11-11-2023,17-12-2023,FedEx,In Transit
4296,4296,23-08-2024,30-12-2023,USPS,In Transit
4297,4297,24-08-2024,,USPS,Delivered
4298,4298,23-07-2023,,FedEx,Delivered
4299,4299,27-03-2024,29-11-2023,USPS,In Transit
4300,4300,03-02-2023,20-12-2023,FedEx,Returned
4301,4301,16-09-2024,,UPS,In Transit
4302,4302,24-05-2023,08-04-2024,USPS,Delivered
4303,4303,08-07-2023,,UPS,Delivered
4304,4304,07-03-2023,30-07-2024,USPS,Returned
4305,4305,25-04-2024,,DHL,In Transit
4306,4306,31-07-2023,,UPS,Returned
4307,4307,07-05-2024,24-05-2024,UPS,Returned
4308,4308,19-06-2023,,FedEx,Returned
4309,4309,04-01-2023,17-08-2024,UPS,Returned
4310,4310,08-08-2023,08-07-2024,USPS,Delivered
4311,4311,23-12-2022,30-08-2024,UPS,Returned
4312,4312,08-07-2023,06-11-2024,USPS,In Transit
4313,4313,25-05-2023,,DHL,Delivered
4314,4314,11-08-2024,22-09-2024,UPS,Delivered
4315,4315,08-09-2023,23-07-2024,USPS,Returned
4316,4316,10-12-2023,26-04-2024,DHL,Returned
4317,4317,19-05-2024,,FedEx,Delivered
4318,4318,26-06-2024,22-08-2024,FedEx,Returned
4319,4319,29-03-2024,13-08-2024,DHL,In Transit
4320,4320,27-12-2023,,UPS,In Transit
4321,4321,27-04-2024,24-06-2024,FedEx,In Transit
4322,4322,17-12-2022,,DHL,Delivered
4323,4323,04-08-2023,,UPS,Returned
4324,4324,03-08-2024,03-07-2024,USPS,Delivered
4325,4325,08-06-2023,04-11-2024,DHL,In Transit
4326,4326,19-11-2023,09-10-2024,UPS,In Transit
4327,4327,01-04-2024,13-04-2024,USPS,In Transit
4328,4328,02-06-2023,28-11-2023,FedEx,Returned
4329,4329,19-02-2023,07-07-2024,UPS,Delivered
4330,4330,01-04-2023,06-11-2024,FedEx,In Transit
4331,4331,13-06-2023,02-10-2024,UPS,In Transit
4332,4332,17-05-2024,16-10-2024,UPS,Returned
4333,4333,26-06-2023,12-10-2024,DHL,Returned
4334,4334,22-03-2023,,DHL,In Transit
4335,4335,03-04-2023,14-09-2024,UPS,Delivered
4336,4336,14-07-2023,27-08-2024,DHL,In Transit
4337,4337,26-11-2022,10-12-2023,FedEx,In Transit
4338,4338,05-04-2023,,DHL,Delivered
4339,4339,01-06-2024,16-08-2024,DHL,Returned
4340,4340,07-09-2024,12-05-2024,FedEx,Delivered
4341,4341,17-08-2024,,FedEx,Delivered
4342,4342,23-03-2024,15-01-2024,FedEx,Returned
4343,4343,07-06-2023,,DHL,Delivered
4344,4344,12-02-2023,05-01-2024,DHL,Delivered
4345,4345,20-05-2024,,UPS,Returned
4346,4346,15-03-2024,12-10-2024,FedEx,Returned
4347,4347,08-10-2024,,USPS,Returned
4348,4348,17-11-2023,16-10-2024,USPS,In Transit
4349,4349,22-04-2024,11-02-2024,UPS,Delivered
4350,4350,09-08-2023,13-11-2024,UPS,Delivered
4351,4351,24-04-2023,19-11-2023,FedEx,In Transit
4352,4352,17-09-2023,09-05-2024,USPS,Delivered
4353,4353,03-02-2023,02-09-2024,USPS,In Transit
4354,4354,21-11-2023,07-11-2024,UPS,Returned
4355,4355,02-12-2023,16-09-2024,USPS,Delivered
4356,4356,13-01-2023,,DHL,In Transit
4357,4357,17-11-2024,08-01-2024,UPS,In Transit
4358,4358,10-01-2023,,USPS,Delivered
4359,4359,19-07-2023,13-09-2024,UPS,In Transit
4360,4360,27-01-2024,14-04-2024,DHL,Delivered
4361,4361,27-06-2024,23-07-2024,USPS,Returned
4362,4362,15-07-2024,28-03-2024,UPS,Returned
4363,4363,29-12-2023,30-01-2024,USPS,Delivered
4364,4364,19-09-2024,22-03-2024,UPS,Delivered
4365,4365,02-10-2024,,USPS,Returned
4366,4366,29-06-2024,16-04-2024,UPS,In Transit
4367,4367,10-07-2024,05-11-2024,UPS,Delivered
4368,4368,19-04-2024,24-03-2024,FedEx,Returned
4369,4369,07-03-2024,12-07-2024,FedEx,In Transit
4370,4370,30-07-2024,04-06-2024,FedEx,Delivered
4371,4371,29-06-2024,04-10-2024,DHL,In Transit
4372,4372,08-09-2023,08-10-2024,USPS,In Transit
4373,4373,22-04-2023,,USPS,In Transit
4374,4374,17-05-2023,,FedEx,Returned
4375,4375,28-12-2023,18-05-2024,UPS,Returned
4376,4376,25-11-2022,05-04-2024,FedEx,In Transit
4377,4377,12-08-2024,,UPS,In Transit
4378,4378,27-04-2023,21-11-2023,FedEx,In Transit
4379,4379,28-12-2022,,FedEx,In Transit
4380,4380,11-08-2023,11-04-2024,USPS,Returned
4381,4381,17-12-2022,,DHL,In Transit
4382,4382,30-09-2023,09-11-2024,FedEx,Returned
4383,4383,17-11-2024,10-01-2024,UPS,In Transit
4384,4384,28-01-2023,16-04-2024,USPS,Returned
4385,4385,05-12-2023,03-07-2024,USPS,In Transit
4386,4386,18-11-2024,12-04-2024,USPS,Returned
4387,4387,02-05-2024,18-10-2024,FedEx,Returned
4388,4388,17-05-2023,10-06-2024,UPS,Delivered
4389,4389,25-02-2023,08-03-2024,USPS,In Transit
4390,4390,04-08-2023,18-07-2024,DHL,Delivered
4391,4391,25-07-2023,27-07-2024,UPS,Delivered
4392,4392,15-02-2023,28-02-2024,USPS,Delivered
4393,4393,11-12-2023,05-10-2024,DHL,Returned
4394,4394,25-12-2022,,DHL,Returned
4395,4395,28-01-2023,26-10-2024,FedEx,Delivered
4396,4396,26-01-2023,,USPS,In Transit
4397,4397,27-02-2023,,UPS,Delivered
4398,4398,06-07-2024,30-06-2024,USPS,Delivered
4399,4399,09-05-2023,05-03-2024,UPS,In Transit
4400,4400,05-05-2024,18-08-2024,DHL,In Transit
4401,4401,15-03-2024,,USPS,Returned
4402,4402,24-11-2022,24-11-2023,UPS,In Transit
4403,4403,06-07-2023,,DHL,Returned
4404,4404,20-08-2023,,UPS,Delivered
4405,4405,06-07-2023,12-09-2024,UPS,Returned
4406,4406,07-07-2023,05-09-2024,FedEx,In Transit
4407,4407,25-01-2024,03-10-2024,DHL,In Transit
4408,4408,06-11-2024,20-05-2024,DHL,Delivered
4409,4409,09-02-2024,29-07-2024,FedEx,In Transit
4410,4410,09-02-2023,,UPS,In Transit
4411,4411,24-01-2023,15-02-2024,UPS,Returned
4412,4412,02-01-2023,11-03-2024,UPS,Delivered
4413,4413,04-12-2023,01-06-2024,FedEx,In Transit
4414,4414,26-11-2023,,DHL,Returned
4415,4415,09-11-2024,16-12-2023,FedEx,In Transit
4416,4416,07-12-2023,20-05-2024,DHL,Delivered
4417,4417,17-03-2024,18-12-2023,UPS,Delivered
4418,4418,29-04-2024,12-01-2024,DHL,Returned
4419,4419,11-07-2024,08-03-2024,DHL,In Transit
4420,4420,26-02-2024,05-07-2024,UPS,In Transit
4421,4421,15-01-2023,,FedEx,In Transit
4422,4422,21-08-2023,21-01-2024,DHL,In Transit
4423,4423,07-05-2024,,FedEx,Returned
4424,4424,13-11-2023,19-10-2024,USPS,In Transit
4425,4425,17-02-2023,18-10-2024,UPS,Returned
4426,4426,02-10-2023,,UPS,Delivered
4427,4427,03-03-2023,26-08-2024,UPS,Delivered
4428,4428,17-03-2023,05-08-2024,DHL,Delivered
4429,4429,03-01-2023,,FedEx,Delivered
4430,4430,15-04-2023,15-09-2024,FedEx,In Transit
4431,4431,11-08-2024,24-06-2024,FedEx,Delivered
4432,4432,08-09-2024,21-03-2024,DHL,In Transit
4433,4433,15-11-2024,18-02-2024,FedEx,Returned
4434,4434,10-03-2023,08-07-2024,DHL,In Transit
4435,4435,07-08-2024,,USPS,In Transit
4436,4436,26-04-2023,20-05-2024,DHL,Delivered
4437,4437,31-12-2023,09-10-2024,UPS,In Transit
4438,4438,25-09-2023,05-03-2024,FedEx,Returned
4439,4439,14-02-2023,29-09-2024,UPS,Returned
4440,4440,25-08-2023,29-02-2024,DHL,Delivered
4441,4441,29-11-2022,,UPS,Returned
4442,4442,27-02-2023,23-09-2024,DHL,Delivered
4443,4443,16-10-2023,25-08-2024,UPS,In Transit
4444,4444,08-08-2024,,FedEx,Delivered
4445,4445,30-06-2024,26-01-2024,UPS,In Transit
4446,4446,01-10-2023,05-11-2024,FedEx,Delivered
4447,4447,06-11-2024,10-06-2024,UPS,Delivered
4448,4448,28-02-2024,15-12-2023,USPS,Returned
4449,4449,22-10-2023,06-05-2024,DHL,In Transit
4450,4450,06-01-2023,,FedEx,Delivered
4451,4451,16-08-2023,07-09-2024,FedEx,Returned
4452,4452,24-01-2023,03-10-2024,DHL,Delivered
4453,4453,27-12-2023,02-10-2024,UPS,In Transit
4454,4454,11-10-2023,26-07-2024,FedEx,Delivered
4455,4455,27-06-2024,24-02-2024,UPS,In Transit
4456,4456,22-05-2023,,UPS,Returned
4457,4457,06-02-2023,21-12-2023,DHL,In Transit
4458,4458,07-08-2024,24-12-2023,FedEx,In Transit
4459,4459,06-04-2023,31-12-2023,FedEx,Returned
4460,4460,12-11-2023,06-10-2024,USPS,Returned
4461,4461,19-07-2024,12-12-2023,UPS,Delivered
4462,4462,29-04-2024,,USPS,In Transit
4463,4463,19-02-2024,24-04-2024,FedEx,Returned
4464,4464,30-07-2023,,USPS,In Transit
4465,4465,03-05-2023,01-12-2023,DHL,Returned
4466,4466,30-12-2022,05-09-2024,FedEx,Returned
4467,4467,26-09-2023,,UPS,Returned
4468,4468,16-09-2024,20-08-2024,FedEx,Returned
4469,4469,09-02-2023,16-03-2024,UPS,Returned
4470,4470,30-10-2023,20-07-2024,USPS,In Transit
4471,4471,01-08-2024,,DHL,In Transit
4472,4472,25-09-2023,23-04-2024,DHL,Returned
4473,4473,15-01-2023,11-10-2024,UPS,In Transit
4474,4474,02-03-2023,,DHL,Delivered
4475,4475,15-09-2023,,DHL,Returned
4476,4476,23-01-2023,18-01-2024,DHL,Returned
4477,4477,06-04-2024,09-06-2024,USPS,In Transit
4478,4478,18-10-2024,01-11-2024,USPS,Returned
4479,4479,21-02-2023,15-03-2024,UPS,Delivered
4480,4480,23-10-2024,12-08-2024,UPS,In Transit
4481,4481,03-11-2024,17-04-2024,UPS,In Transit
4482,4482,27-07-2023,,FedEx,In Transit
4483,4483,01-04-2023,02-08-2024,DHL,Delivered
4484,4484,16-03-2024,23-02-2024,UPS,In Transit
4485,4485,18-01-2024,10-06-2024,UPS,Delivered
4486,4486,04-01-2023,15-11-2024,FedEx,Delivered
4487,4487,10-04-2023,01-06-2024,USPS,Returned
4488,4488,24-10-2024,,DHL,Returned
4489,4489,24-06-2024,20-07-2024,UPS,In Transit
4490,4490,21-10-2023,23-01-2024,USPS,In Transit
4491,4491,24-09-2023,12-06-2024,UPS,Delivered
4492,4492,20-02-2023,18-01-2024,UPS,Delivered
4493,4493,20-08-2024,28-08-2024,DHL,Delivered
4494,4494,22-08-2023,,UPS,Delivered
4495,4495,05-11-2023,15-09-2024,DHL,Delivered
4496,4496,27-02-2024,09-05-2024,DHL,In Transit
4497,4497,27-02-2024,27-03-2024,UPS,Returned
4498,4498,14-11-2024,20-08-2024,FedEx,In Transit
4499,4499,26-07-2023,,USPS,Returned
4500,4500,25-01-2023,,UPS,In Transit
4501,4501,22-11-2023,02-02-2024,DHL,Delivered
4502,4502,27-02-2024,19-10-2024,USPS,Returned
4503,4503,28-07-2024,17-05-2024,FedEx,Delivered
4504,4504,05-06-2023,05-03-2024,DHL,In Transit
4505,4505,10-08-2024,11-10-2024,USPS,In Transit
4506,4506,21-03-2023,04-09-2024,USPS,Returned
4507,4507,26-10-2023,,FedEx,In Transit
4508,4508,18-04-2024,19-04-2024,DHL,In Transit
4509,4509,17-09-2024,22-12-2023,FedEx,Delivered
4510,4510,30-07-2023,,USPS,In Transit
4511,4511,18-06-2024,22-10-2024,USPS,Delivered
4512,4512,09-06-2023,18-12-2023,DHL,Delivered
4513,4513,02-07-2023,27-04-2024,USPS,In Transit
4514,4514,27-12-2023,02-05-2024,USPS,In Transit
4515,4515,12-06-2023,06-04-2024,USPS,In Transit
4516,4516,03-12-2022,16-08-2024,FedEx,Returned
4517,4517,17-09-2023,,UPS,Delivered
4518,4518,12-01-2024,19-12-2023,UPS,Returned
4519,4519,16-06-2023,20-07-2024,FedEx,Delivered
4520,4520,03-09-2024,25-06-2024,FedEx,Returned
4521,4521,30-11-2023,28-08-2024,USPS,Returned
4522,4522,30-09-2024,07-06-2024,FedEx,Returned
4523,4523,30-01-2024,31-05-2024,UPS,Delivered
4524,4524,19-05-2024,08-10-2024,USPS,In Transit
4525,4525,31-12-2023,04-12-2023,USPS,Returned
4526,4526,24-11-2022,10-06-2024,FedEx,In Transit
4527,4527,16-03-2023,,FedEx,Returned
4528,4528,29-01-2023,25-11-2023,FedEx,Returned
4529,4529,11-02-2024,,USPS,In Transit
4530,4530,11-05-2023,30-07-2024,DHL,Returned
4531,4531,31-03-2024,28-04-2024,DHL,Returned
4532,4532,25-01-2024,21-03-2024,FedEx,Delivered
4533,4533,19-04-2023,23-10-2024,FedEx,Delivered
4534,4534,27-11-2023,17-05-2024,UPS,Returned
4535,4535,28-03-2024,08-07-2024,USPS,Delivered
4536,4536,28-01-2023,,USPS,Delivered
4537,4537,11-12-2023,,USPS,In Transit
4538,4538,30-07-2024,11-08-2024,UPS,In Transit
4539,4539,27-04-2023,09-02-2024,DHL,Returned
4540,4540,24-10-2023,28-02-2024,DHL,In Transit
4541,4541,09-02-2023,09-12-2023,UPS,In Transit
4542,4542,07-04-2024,,USPS,In Transit
4543,4543,20-05-2023,14-03-2024,FedEx,Returned
4544,4544,12-11-2024,31-01-2024,FedEx,In Transit
4545,4545,10-08-2023,,FedEx,In Transit
4546,4546,25-07-2023,11-02-2024,DHL,Delivered
4547,4547,15-09-2024,30-07-2024,UPS,In Transit
4548,4548,30-12-2022,22-12-2023,USPS,Delivered
4549,4549,18-12-2022,20-11-2023,FedEx,Returned
4550,4550,05-06-2023,,USPS,Delivered
4551,4551,29-01-2024,19-12-2023,USPS,Returned
4552,4552,07-04-2023,18-09-2024,USPS,Returned
4553,4553,11-06-2023,04-04-2024,USPS,In Transit
4554,4554,20-08-2023,31-01-2024,USPS,Returned
4555,4555,09-08-2024,,UPS,Returned
4556,4556,17-11-2024,,USPS,In Transit
4557,4557,27-06-2023,24-09-2024,UPS,In Transit
4558,4558,13-11-2024,28-06-2024,FedEx,In Transit
4559,4559,02-04-2024,02-11-2024,UPS,Delivered
4560,4560,08-06-2024,05-09-2024,FedEx,Returned
4561,4561,17-03-2024,,UPS,Returned
4562,4562,29-04-2023,29-04-2024,DHL,In Transit
4563,4563,14-02-2023,18-03-2024,UPS,Returned
4564,4564,13-07-2024,02-06-2024,FedEx,In Transit
4565,4565,08-01-2024,,UPS,Returned
4566,4566,04-09-2024,03-02-2024,USPS,Returned
4567,4567,03-05-2024,,UPS,Returned
4568,4568,09-04-2024,,DHL,Returned
4569,4569,18-09-2023,29-01-2024,USPS,Returned
4570,4570,10-06-2023,,USPS,Returned
4571,4571,10-01-2023,27-04-2024,FedEx,Delivered
4572,4572,20-01-2023,30-11-2023,UPS,Returned
4573,4573,29-08-2024,,FedEx,Delivered
4574,4574,20-07-2024,12-07-2024,UPS,In Transit
4575,4575,22-07-2023,30-03-2024,USPS,In Transit
4576,4576,14-07-2024,,FedEx,Delivered
4577,4577,19-04-2024,26-08-2024,USPS,Returned
4578,4578,13-04-2023,,DHL,Delivered
4579,4579,10-09-2023,05-09-2024,UPS,Delivered
4580,4580,23-01-2024,09-03-2024,FedEx,Returned
4581,4581,04-11-2023,26-03-2024,UPS,Delivered
4582,4582,09-04-2024,20-03-2024,DHL,Delivered
4583,4583,06-03-2023,20-06-2024,UPS,Delivered
4584,4584,18-09-2024,21-09-2024,USPS,In Transit
4585,4585,13-08-2023,05-03-2024,UPS,Delivered
4586,4586,12-03-2024,07-10-2024,USPS,Returned
4587,4587,26-07-2023,18-04-2024,UPS,Delivered
4588,4588,04-03-2023,26-06-2024,DHL,In Transit
4589,4589,07-01-2024,30-03-2024,FedEx,In Transit
4590,4590,20-12-2022,29-01-2024,UPS,In Transit
4591,4591,24-12-2023,,UPS,In Transit
4592,4592,30-11-2023,29-08-2024,UPS,Returned
4593,4593,15-09-2023,23-06-2024,UPS,Delivered
4594,4594,05-02-2024,24-05-2024,UPS,In Transit
4595,4595,19-07-2024,,FedEx,In Transit
4596,4596,06-09-2023,29-07-2024,USPS,Returned
4597,4597,14-08-2024,08-09-2024,USPS,Returned
4598,4598,02-10-2024,,FedEx,Returned
4599,4599,26-03-2024,29-04-2024,FedEx,Delivered
4600,4600,25-03-2023,02-01-2024,USPS,Returned
4601,4601,25-10-2023,03-10-2024,USPS,In Transit
4602,4602,21-01-2023,06-02-2024,UPS,In Transit
4603,4603,15-05-2024,08-07-2024,FedEx,Returned
4604,4604,14-11-2023,08-08-2024,FedEx,Returned
4605,4605,13-04-2023,06-08-2024,FedEx,Returned
4606,4606,12-11-2023,20-02-2024,UPS,In Transit
4607,4607,18-08-2024,05-08-2024,DHL,Delivered
4608,4608,06-09-2024,,USPS,Delivered
4609,4609,05-06-2024,19-09-2024,USPS,In Transit
4610,4610,01-04-2023,24-09-2024,UPS,Delivered
4611,4611,28-12-2022,,UPS,In Transit
4612,4612,16-10-2023,27-10-2024,FedEx,Returned
4613,4613,14-02-2023,22-02-2024,USPS,In Transit
4614,4614,10-06-2024,27-08-2024,USPS,In Transit
4615,4615,30-12-2023,21-05-2024,FedEx,Delivered
4616,4616,11-09-2024,10-06-2024,UPS,Delivered
4617,4617,12-09-2024,,UPS,Returned
4618,4618,14-10-2024,30-03-2024,FedEx,Delivered
4619,4619,14-03-2023,08-02-2024,DHL,In Transit
4620,4620,22-11-2022,,USPS,Delivered
4621,4621,03-08-2024,07-02-2024,USPS,In Transit
4622,4622,06-04-2023,24-10-2024,FedEx,Delivered
4623,4623,02-11-2023,,FedEx,In Transit
4624,4624,24-03-2023,29-03-2024,UPS,Delivered
4625,4625,03-09-2023,08-03-2024,USPS,Delivered
4626,4626,20-06-2023,26-02-2024,UPS,In Transit
4627,4627,30-06-2023,01-02-2024,DHL,In Transit
4628,4628,20-03-2023,15-11-2024,USPS,Returned
4629,4629,09-01-2023,,UPS,Returned
4630,4630,19-09-2023,,USPS,In Transit
4631,4631,06-01-2024,22-10-2024,FedEx,Delivered
4632,4632,06-06-2024,,DHL,Returned
4633,4633,29-06-2024,,UPS,Delivered
4634,4634,10-03-2024,01-06-2024,FedEx,In Transit
4635,4635,19-09-2023,08-04-2024,FedEx,Delivered
4636,4636,27-02-2023,25-05-2024,USPS,Returned
4637,4637,26-06-2024,,FedEx,Delivered
4638,4638,27-12-2023,16-12-2023,UPS,Returned
4639,4639,27-07-2024,22-06-2024,UPS,In Transit
4640,4640,16-11-2023,03-03-2024,FedEx,Returned
4641,4641,04-01-2023,18-09-2024,FedEx,Returned
4642,4642,28-02-2023,20-12-2023,DHL,Returned
4643,4643,25-08-2023,20-03-2024,USPS,Delivered
4644,4644,14-08-2023,01-10-2024,FedEx,In Transit
4645,4645,30-06-2024,31-10-2024,UPS,Delivered
4646,4646,13-11-2023,,DHL,Returned
4647,4647,03-04-2023,,UPS,Delivered
4648,4648,08-04-2023,17-12-2023,USPS,In Transit
4649,4649,13-03-2023,25-12-2023,USPS,In Transit
4650,4650,15-03-2024,27-11-2023,USPS,Returned
4651,4651,15-07-2023,,USPS,Delivered
4652,4652,31-08-2023,21-12-2023,DHL,In Transit
4653,4653,14-11-2023,26-11-2023,FedEx,Delivered
4654,4654,20-03-2024,10-11-2024,USPS,Delivered
4655,4655,15-10-2023,,UPS,In Transit
4656,4656,20-05-2023,31-07-2024,FedEx,In Transit
4657,4657,28-05-2024,09-05-2024,FedEx,In Transit
4658,4658,16-07-2023,24-07-2024,UPS,In Transit
4659,4659,22-12-2022,21-02-2024,UPS,Delivered
4660,4660,18-07-2024,28-08-2024,FedEx,In Transit
4661,4661,16-03-2024,,USPS,Returned
4662,4662,09-05-2024,,FedEx,Delivered
4663,4663,23-03-2023,06-03-2024,FedEx,In Transit
4664,4664,19-04-2023,05-01-2024,USPS,Returned
4665,4665,08-10-2024,23-04-2024,DHL,In Transit
4666,4666,24-04-2023,,USPS,Delivered
4667,4667,20-10-2023,06-03-2024,USPS,Delivered
4668,4668,06-01-2023,,UPS,Returned
4669,4669,10-04-2024,,DHL,In Transit
4670,4670,18-10-2024,13-07-2024,USPS,Returned
4671,4671,10-08-2023,27-12-2023,DHL,Delivered
4672,4672,11-01-2024,06-06-2024,DHL,Delivered
4673,4673,21-05-2023,17-02-2024,DHL,In Transit
4674,4674,15-10-2024,,FedEx,Delivered
4675,4675,30-07-2023,,FedEx,Delivered
4676,4676,10-03-2023,09-11-2024,UPS,Delivered
4677,4677,11-04-2024,19-12-2023,USPS,Delivered
4678,4678,22-06-2024,03-05-2024,USPS,Returned
4679,4679,06-07-2023,14-05-2024,UPS,Delivered
4680,4680,07-10-2023,,USPS,Delivered
4681,4681,29-08-2024,,UPS,Delivered
4682,4682,14-10-2023,25-05-2024,UPS,In Transit
4683,4683,25-06-2023,,DHL,In Transit
4684,4684,03-05-2024,19-03-2024,FedEx,In Transit
4685,4685,21-11-2022,24-06-2024,UPS,Delivered
4686,4686,18-09-2024,,DHL,Returned
4687,4687,07-07-2024,26-10-2024,USPS,Returned
4688,4688,23-10-2024,,DHL,Delivered
4689,4689,08-01-2023,14-11-2024,USPS,In Transit
4690,4690,16-06-2024,07-06-2024,DHL,In Transit
4691,4691,01-06-2024,,UPS,Returned
4692,4692,29-12-2023,21-11-2023,DHL,In Transit
4693,4693,01-09-2024,,DHL,Returned
4694,4694,05-03-2023,05-01-2024,FedEx,Returned
4695,4695,27-05-2023,27-03-2024,FedEx,Delivered
4696,4696,14-04-2023,,DHL,Delivered
4697,4697,06-10-2023,,UPS,In Transit
4698,4698,19-02-2023,,DHL,Delivered
4699,4699,10-06-2024,02-04-2024,UPS,Returned
4700,4700,20-02-2024,05-04-2024,DHL,In Transit
4701,4701,06-11-2023,12-12-2023,FedEx,Delivered
4702,4702,16-03-2023,24-09-2024,FedEx,Returned
4703,4703,26-06-2024,22-12-2023,DHL,Delivered
4704,4704,30-04-2024,,USPS,In Transit
4705,4705,29-04-2023,14-06-2024,UPS,Returned
4706,4706,04-12-2022,15-11-2024,DHL,In Transit
4707,4707,06-07-2024,,DHL,Returned
4708,4708,07-07-2024,13-06-2024,USPS,Delivered
4709,4709,26-07-2024,29-10-2024,UPS,Delivered
4710,4710,12-03-2023,,FedEx,In Transit
4711,4711,08-07-2023,12-02-2024,USPS,Returned
4712,4712,16-09-2023,12-02-2024,UPS,In Transit
4713,4713,06-06-2024,,DHL,Returned
4714,4714,24-12-2022,29-04-2024,DHL,Delivered
4715,4715,25-02-2023,12-02-2024,FedEx,Delivered
4716,4716,07-04-2024,14-09-2024,DHL,In Transit
4717,4717,16-12-2023,08-05-2024,FedEx,Delivered
4718,4718,20-09-2024,13-07-2024,USPS,Delivered
4719,4719,14-05-2024,02-04-2024,UPS,In Transit
4720,4720,30-11-2022,04-06-2024,FedEx,Delivered
4721,4721,01-12-2022,,USPS,In Transit
4722,4722,03-03-2023,16-09-2024,UPS,In Transit
4723,4723,10-04-2023,24-06-2024,FedEx,In Transit
4724,4724,11-02-2024,14-06-2024,DHL,In Transit
4725,4725,25-03-2024,,FedEx,Delivered
4726,4726,04-12-2023,,UPS,Returned
4727,4727,26-02-2024,15-09-2024,USPS,Delivered
4728,4728,12-10-2023,,USPS,Delivered
4729,4729,07-11-2023,,USPS,In Transit
4730,4730,18-03-2023,,FedEx,Delivered
4731,4731,21-09-2024,,FedEx,Returned
4732,4732,19-08-2023,05-12-2023,FedEx,Returned
4733,4733,10-04-2024,10-07-2024,UPS,In Transit
4734,4734,03-12-2022,,UPS,In Transit
4735,4735,25-12-2022,24-08-2024,FedEx,In Transit
4736,4736,07-10-2024,15-05-2024,USPS,Delivered
4737,4737,14-06-2023,31-01-2024,DHL,In Transit
4738,4738,24-06-2024,26-10-2024,DHL,In Transit
4739,4739,17-11-2024,04-10-2024,DHL,In Transit
4740,4740,08-07-2024,11-09-2024,FedEx,Delivered
4741,4741,05-05-2023,01-03-2024,USPS,Returned
4742,4742,24-11-2023,16-02-2024,UPS,Returned
4743,4743,25-12-2023,22-12-2023,UPS,Returned
4744,4744,27-01-2024,03-09-2024,USPS,Returned
4745,4745,25-12-2023,17-09-2024,UPS,Delivered
4746,4746,10-08-2024,11-03-2024,DHL,In Transit
4747,4747,28-11-2023,28-11-2023,UPS,In Transit
4748,4748,14-08-2023,13-06-2024,USPS,In Transit
4749,4749,26-07-2023,,FedEx,Delivered
4750,4750,01-04-2024,03-01-2024,FedEx,In Transit
4751,4751,07-10-2023,16-03-2024,FedEx,Returned
4752,4752,11-07-2023,17-02-2024,DHL,In Transit
4753,4753,23-01-2024,04-08-2024,DHL,In Transit
4754,4754,23-03-2024,,FedEx,Returned
4755,4755,24-04-2024,13-04-2024,DHL,Delivered
4756,4756,04-04-2023,28-12-2023,FedEx,Returned
